000226	0	47	0.1
000284	0	47	0.1
000209	0	47	0.1
000171	0	47	0.1
000118	0	47	0.1
000274	0	47	0.1
000073	0	47	0.1
000157	0	47	0.1
000129	0	47	0.1
000045	0	47	0.1
000135	0	47	0.1
000015	0	47	0.1
000152	0	47	0.1
000217	0	47	0.1
000092	0	47	0.1
000012	0	47	0.1
000246	0	47	0.1
000022	0	47	0.1
000166	0	47	0.1
000267	0	47	0.1
000227	0	47	0.1
000287	0	47	0.1
000194	0	47	0.1
000257	0	47	0.1
000241	0	47	0.1
000273	0	47	0.1
000008	0	47	0.1
000168	0	47	0.1
000276	0	47	0.1
000156	0	47	0.1
000224	0	47	0.1
000182	0	47	0.1
000175	0	47	0.1
000005	0	47	0.1
000205	0	47	0.1
000103	0	47	0.1
000212	0	47	0.1
000249	0	47	0.1
000219	0	47	0.1
000238	0	47	0.1
000055	0	47	0.1
000007	0	47	0.1
000282	0	47	0.1
000097	0	47	0.1
000059	0	47	0.1
000146	0	47	0.1
000161	0	47	0.1
000081	0	47	0.1
000126	0	47	0.1
000110	0	47	0.1
000229	0	47	0.1
000064	0	47	0.1
000089	0	47	0.1
000074	0	47	0.1
000285	0	47	0.1
000283	0	47	0.1
000239	0	47	0.1
000213	0	47	0.1
000106	0	47	0.1
000063	0	47	0.1
000020	0	47	0.1
000046	0	47	0.1
000270	0	47	0.1
000218	0	47	0.1
000215	0	47	0.1
000027	0	47	0.1
000137	0	47	0.1
000250	0	47	0.1
000037	0	47	0.1
000187	0	47	0.1
000160	0	47	0.1
000214	0	47	0.1
000167	0	47	0.1
000153	0	47	0.1
000278	0	47	0.1
000101	0	47	0.1
000228	0	47	0.1
000076	0	47	0.1
000136	0	47	0.1
000116	0	47	0.1
000222	0	47	0.1
000044	0	47	0.1
000233	0	47	0.1
000145	0	47	0.1
000173	0	47	0.1
000090	0	47	0.1
000054	0	47	0.1
000181	0	47	0.1
000018	0	47	0.1
000158	0	47	0.1
000240	0	47	0.1
000134	0	47	0.1
000111	0	47	0.1
000071	0	47	0.1
000256	0	47	0.1
000235	0	47	0.1
000210	0	47	0.1
000280	0	47	0.1
000262	0	47	0.1
000033	0	47	0.1
000083	0	47	0.1
000124	0	47	0.1
000060	0	47	0.1
000184	0	47	0.1
000272	0	47	0.1
000021	0	47	0.1
000029	0	47	0.1
000139	0	47	0.1
000016	0	47	0.1
000056	0	47	0.1
000075	0	47	0.1
000220	0	47	0.1
000198	0	47	0.1
000154	0	47	0.1
000255	0	47	0.1
000109	0	47	0.1
000122	0	47	0.1
000004	0	47	0.1
000096	0	47	0.1
000159	0	47	0.1
000061	0	47	0.1
000108	0	47	0.1
000067	0	47	0.1
000052	0	47	0.1
000234	0	47	0.1
000066	0	47	0.1
000026	0	47	0.1
000288	0	47	0.1
000190	0	47	0.1
000144	0	47	0.1
000271	0	47	0.1
000040	0	47	0.1
000200	0	47	0.1
000013	0	47	0.1
000107	0	47	0.1
000189	0	47	0.1
000003	0	47	0.1
000150	0	47	0.1
000125	0	47	0.1
000024	0	47	0.1
000030	0	47	0.1
000077	0	47	0.1
000269	0	47	0.1
000179	0	47	0.1
000019	0	47	0.1
000264	0	47	0.1
000221	0	47	0.1
000259	0	47	0.1
000080	0	47	0.1
000051	0	47	0.1
000002	0	47	0.1
000225	0	47	0.1
000104	0	47	0.1
000291	0	47	0.1
000086	0	47	0.1
000010	0	47	0.1
000261	0	47	0.1
000058	0	47	0.1
000041	0	47	0.1
000014	0	47	0.1
000155	0	47	0.1
000050	0	47	0.1
000201	0	47	0.1
000223	0	47	0.1
000123	0	47	0.1
000191	0	47	0.1
000062	0	47	0.1
000206	0	47	0.1
000216	0	47	0.1
000130	0	47	0.1
000199	0	47	0.1
000176	0	47	0.1
000043	0	47	0.1
000252	0	47	0.1
000138	0	47	0.1
000188	0	47	0.1
000208	0	47	0.1
000149	0	47	0.1
000112	0	47	0.1
000237	0	47	0.1
000098	0	47	0.1
000207	0	47	0.1
000093	0	47	0.1
000286	0	47	0.1
000162	0	47	0.1
000036	0	47	0.1
000178	0	47	0.1
000113	0	47	0.1
000000	0	47	0.1
000094	0	47	0.1
000095	0	47	0.1
000254	0	47	0.1
000230	0	47	0.1
000069	0	47	0.1
000049	0	47	0.1
000048	0	47	0.1
000085	0	47	0.1
000289	0	47	0.1
000141	0	47	0.1
000023	0	47	0.1
000236	0	47	0.1
000148	0	47	0.1
000143	0	47	0.1
000078	0	47	0.1
000180	0	47	0.1
000100	0	47	0.1
000204	0	47	0.1
000131	0	47	0.1
000260	0	47	0.1
000290	0	47	0.1
000196	0	47	0.1
000006	0	47	0.1
000068	0	47	0.1
000253	0	47	0.1
000084	0	47	0.1
000170	0	47	0.1
000121	0	47	0.1
000140	0	47	0.1
000245	0	47	0.1
000266	0	47	0.1
000142	0	47	0.1
000247	0	47	0.1
000091	0	47	0.1
000082	0	47	0.1
000275	0	47	0.1
000011	0	47	0.1
000119	0	47	0.1
000102	0	47	0.1
000035	0	47	0.1
000057	0	47	0.1
000169	0	47	0.1
000231	0	47	0.1
000065	0	47	0.1
000001	0	47	0.1
000494	0	47	0.1
000344	0	47	0.1
000476	0	47	0.1
000444	0	47	0.1
000317	0	47	0.1
000482	0	47	0.1
000332	0	47	0.1
000513	0	47	0.1
000370	0	47	0.1
000356	0	47	0.1
000303	0	47	0.1
000402	0	47	0.1
000496	0	47	0.1
000473	0	47	0.1
000538	0	47	0.1
000529	0	47	0.1
000315	0	47	0.1
000306	0	47	0.1
000380	0	47	0.1
000586	0	47	0.1
000552	0	47	0.1
000523	0	47	0.1
000556	0	47	0.1
000449	0	47	0.1
000583	0	47	0.1
000506	0	47	0.1
000464	0	47	0.1
000520	0	47	0.1
000313	0	47	0.1
000374	0	47	0.1
000387	0	47	0.1
000435	0	47	0.1
000479	0	47	0.1
000596	0	47	0.1
000524	0	47	0.1
000469	0	47	0.1
000617	0	47	0.1
000470	0	47	0.1
000454	0	47	0.1
000553	0	47	0.1
000488	0	47	0.1
000572	0	47	0.1
000514	0	47	0.1
000311	0	47	0.1
000460	0	47	0.1
000329	0	47	0.1
000550	0	47	0.1
000457	0	47	0.1
000532	0	47	0.1
000326	0	47	0.1
000462	0	47	0.1
000571	0	47	0.1
000377	0	47	0.1
000293	0	47	0.1
000319	0	47	0.1
000424	0	47	0.1
000340	0	47	0.1
000441	0	47	0.1
000598	0	47	0.1
000539	0	47	0.1
000294	0	47	0.1
000603	0	47	0.1
000419	0	47	0.1
000609	0	47	0.1
000304	0	47	0.1
000325	0	47	0.1
000384	0	47	0.1
000414	0	47	0.1
000323	0	47	0.1
000465	0	47	0.1
000448	0	47	0.1
000492	0	47	0.1
000434	0	47	0.1
000597	0	47	0.1
000533	0	47	0.1
000503	0	47	0.1
000333	0	47	0.1
000307	0	47	0.1
000395	0	47	0.1
000515	0	47	0.1
000537	0	47	0.1
000480	0	47	0.1
000570	0	47	0.1
000367	0	47	0.1
000302	0	47	0.1
000567	0	47	0.1
000339	0	47	0.1
000531	0	47	0.1
000582	0	47	0.1
000372	0	47	0.1
000468	0	47	0.1
000581	0	47	0.1
000516	0	47	0.1
000481	0	47	0.1
000502	0	47	0.1
000543	0	47	0.1
000422	0	47	0.1
000347	0	47	0.1
000382	0	47	0.1
000365	0	47	0.1
000528	0	47	0.1
000390	0	47	0.1
000616	0	47	0.1
