024457	5	15	30.0
024701	5	15	30.0
024535	5	15	30.0
024648	5	15	30.0
024676	5	15	30.0
024538	5	15	30.0
024659	5	15	30.0
024493	5	15	30.0
024751	5	15	30.0
024696	5	15	30.0
024715	5	15	30.0
024709	5	15	30.0
024657	5	15	30.0
024434	5	15	30.0
024501	5	15	30.0
024661	5	15	30.0
024672	5	15	30.0
024494	5	15	30.0
024695	5	15	30.0
024624	5	15	30.0
024528	5	15	30.0
024470	5	15	30.0
024718	5	15	30.0
024532	5	15	30.0
024806	5	15	30.0
024461	5	15	30.0
024455	5	15	30.0
024450	5	15	30.0
024776	5	15	30.0
024467	5	15	30.0
024604	5	15	30.0
024483	5	15	30.0
024562	5	15	30.0
024592	5	15	30.0
024685	5	15	30.0
024800	5	15	30.0
024809	5	15	30.0
024484	5	15	30.0
024552	5	15	30.0
024651	5	15	30.0
024699	5	15	30.0
024810	5	15	30.0
024782	5	15	30.0
024537	5	15	30.0
024684	5	15	30.0
024458	5	15	30.0
024619	5	15	30.0
024749	5	15	30.0
024798	5	15	30.0
024525	5	15	30.0
024512	5	15	30.0
024630	5	15	30.0
024453	5	15	30.0
024474	5	15	30.0
024614	5	15	30.0
024697	5	15	30.0
024743	5	15	30.0
024497	5	15	30.0
024456	5	15	30.0
024444	5	15	30.0
024677	5	15	30.0
024514	5	15	30.0
024652	5	15	30.0
024521	5	15	30.0
024638	5	15	30.0
024487	5	15	30.0
024526	5	15	30.0
024570	5	15	30.0
024611	5	15	30.0
024443	5	15	30.0
024610	5	15	30.0
024633	5	15	30.0
024425	5	15	30.0
024628	5	15	30.0
024472	5	15	30.0
024594	5	15	30.0
024755	5	15	30.0
024490	5	15	30.0
024786	5	15	30.0
024618	5	15	30.0
024575	5	15	30.0
024419	5	15	30.0
024615	5	15	30.0
024523	5	15	30.0
024445	5	15	30.0
024613	5	15	30.0
024516	5	15	30.0
024779	5	15	30.0
024670	5	15	30.0
024423	5	15	30.0
024506	5	15	30.0
024772	5	15	30.0
024747	5	15	30.0
024647	5	15	30.0
024813	5	15	30.0
024807	5	15	30.0
024435	5	15	30.0
024578	5	15	30.0
024705	5	15	30.0
024732	5	15	30.0
024616	5	15	30.0
024734	5	15	30.0
024702	5	15	30.0
024662	5	15	30.0
024758	5	15	30.0
024666	5	15	30.0
024556	5	15	30.0
024598	5	15	30.0
024442	5	15	30.0
024794	5	15	30.0
024775	5	15	30.0
024505	5	15	30.0
024770	5	15	30.0
024748	5	15	30.0
024706	5	15	30.0
024617	5	15	30.0
024811	5	15	30.0
024646	5	15	30.0
024463	5	15	30.0
024609	5	15	30.0
024665	5	15	30.0
024773	5	15	30.0
024683	5	15	30.0
024687	5	15	30.0
024488	5	15	30.0
024541	5	15	30.0
024513	5	15	30.0
024620	5	15	30.0
024745	5	15	30.0
024731	5	15	30.0
024763	5	15	30.0
024789	5	15	30.0
024531	5	15	30.0
024769	5	15	30.0
024781	5	15	30.0
024766	5	15	30.0
024784	5	15	30.0
024693	5	15	30.0
024754	5	15	30.0
024768	5	15	30.0
024675	5	15	30.0
024499	5	15	30.0
024658	5	15	30.0
024623	5	15	30.0
024721	5	15	30.0
024655	5	15	30.0
024560	5	15	30.0
024543	5	15	30.0
024437	5	15	30.0
024564	5	15	30.0
024481	5	15	30.0
024579	5	15	30.0
024477	5	15	30.0
024496	5	15	30.0
024554	5	15	30.0
024674	5	15	30.0
024571	5	15	30.0
024573	5	15	30.0
024553	5	15	30.0
024688	5	15	30.0
024429	5	15	30.0
024712	5	15	30.0
024507	5	15	30.0
024631	5	15	30.0
024716	5	15	30.0
024744	5	15	30.0
024572	5	15	30.0
024574	5	15	30.0
024645	5	15	30.0
024546	5	15	30.0
024644	5	15	30.0
024602	5	15	30.0
024595	5	15	30.0
024792	5	15	30.0
024730	5	15	30.0
024608	5	15	30.0
024427	5	15	30.0
024635	5	15	30.0
024495	5	15	30.0
024420	5	15	30.0
024650	5	15	30.0
024736	5	15	30.0
024741	5	15	30.0
024530	5	15	30.0
024580	5	15	30.0
024621	5	15	30.0
024733	5	15	30.0
024787	5	15	30.0
024559	5	15	30.0
024607	5	15	30.0
024656	5	15	30.0
024625	5	15	30.0
024492	5	15	30.0
024759	5	15	30.0
024599	5	15	30.0
024464	5	15	30.0
024717	5	15	30.0
024588	5	15	30.0
024587	5	15	30.0
024803	5	15	30.0
024466	5	15	30.0
024728	5	15	30.0
024551	5	15	30.0
024796	5	15	30.0
024544	5	15	30.0
024723	5	15	30.0
024710	5	15	30.0
024720	5	15	30.0
024508	5	15	30.0
024545	5	15	30.0
024558	5	15	30.0
024805	5	15	30.0
024790	5	15	30.0
024589	5	15	30.0
024632	5	15	30.0
024426	5	15	30.0
024583	5	15	30.0
024698	5	15	30.0
024799	5	15	30.0
024703	5	15	30.0
